text,intent,sentiment
Glad this was resolved. I would like information about plan benefits and premium support for the family plan.,Product Inquiry,Positive
Please provide details. I would like information about contract terms and premium support for the fiber connection.,Product Inquiry,Neutral
Thanks for the quick support. I was charged twice $50 for my 5G service in UK via live chat.,Billing,Positive
Thank you for your assistance. I would like information about data limits and premium support for the mobile plan.,Product Inquiry,Positive
This is unacceptable. I was overcharged $20 for my family plan in Singapore via call center.,Billing,Negative
Glad this was resolved. I want to report poor service regarding WiFi extender support in UK.,Complaint,Positive
I am satisfied with the service. I was given wrong invoice $100 for my WiFi extender in UK via mobile app.,Billing,Positive
Thanks for the quick support. I was incorrectly billed $150 for my router in Germany via customer support.,Billing,Positive
I appreciate your help. I am experiencing DNS error with my data pack in France.,Technical,Positive
This situation is frustrating. I was incorrectly billed $100 for my fiber connection in South Africa via service portal.,Billing,Negative
Thanks for the quick support. I would like information about contract terms and data rollover for the router.,Product Inquiry,Positive
I would like clarification. I am experiencing no signal with my broadband in Germany.,Technical,Neutral
This situation is frustrating. I am experiencing network outage with my broadband in Singapore.,Technical,Negative
Thank you for your assistance. I am experiencing connection drops with my broadband in Australia.,Technical,Positive
I am satisfied with the service. I requested a refund of $40 for my fiber connection purchased in Germany.,Refund,Positive
Glad this was resolved. I want to report rude behavior regarding WiFi extender support in France.,Complaint,Positive
Thank you for your assistance. I am experiencing connection drops with my international roaming in Canada.,Technical,Positive
Please provide details. I want to report lack of transparency regarding broadband support in South Africa.,Complaint,Neutral
Could you help me? I am experiencing no signal with my family plan in South Africa.,Technical,Neutral
I am unhappy with the service. I am experiencing packet loss issue with my router in UK.,Technical,Negative
Kindly assist me. I was charged extra $75 for my international roaming in UK via call center.,Billing,Neutral
Please provide details. I am experiencing DNS error with my fiber connection in UAE.,Technical,Neutral
This is unacceptable. I would like information about pricing details and 5G access for the router.,Product Inquiry,Negative
I appreciate your help. I would like information about international coverage and unlimited calls for the international roaming.,Product Inquiry,Positive
I am extremely frustrated. I am experiencing connection drops with my international roaming in France.,Technical,Negative
Please provide details. I requested a refund of $120 for my fiber connection purchased in Canada.,Refund,Neutral
Please provide details. I requested a refund of $20 for my family plan purchased in South Africa.,Refund,Neutral
I need some information. I would like information about plan benefits and priority service for the 5G service.,Product Inquiry,Neutral
I appreciate your help. I would like information about data limits and premium support for the 5G service.,Product Inquiry,Positive
Thanks for the quick support. I want to report unhelpful support regarding broadband support in Australia.,Complaint,Positive
I need some information. I was tax miscalculated $40 for my router in Germany via email support.,Billing,Neutral
Thank you for your assistance. I was tax miscalculated $20 for my broadband in US via call center.,Billing,Positive
This is unacceptable. I would like information about international coverage and premium support for the data pack.,Product Inquiry,Negative
I am satisfied with the service. I would like information about contract terms and unlimited calls for the broadband.,Product Inquiry,Positive
Kindly assist me. I want to report poor service regarding broadband support in US.,Complaint,Neutral
I need some information. I would like information about plan benefits and premium support for the fiber connection.,Product Inquiry,Neutral
Kindly assist me. I am experiencing network outage with my mobile plan in Germany.,Technical,Neutral
This situation is frustrating. I want to report long waiting time regarding router support in US.,Complaint,Negative
Thank you for your assistance. I want to report poor service regarding international roaming support in Australia.,Complaint,Positive
Could you help me? I am experiencing network outage with my fiber connection in Germany.,Technical,Neutral
I need some information. I would like information about device compatibility and unlimited calls for the fiber connection.,Product Inquiry,Neutral
I am satisfied with the service. I requested a refund of $100 for my WiFi extender purchased in Singapore.,Refund,Positive
Please provide details. I would like information about device compatibility and priority service for the SIM card.,Product Inquiry,Neutral
I would like clarification. I was charged extra $200 for my mobile plan in UAE via email support.,Billing,Neutral
I am unhappy with the service. I requested a refund of $20 for my mobile plan purchased in Australia.,Refund,Negative
I am unhappy with the service. I requested a refund of $10 for my router purchased in South Africa.,Refund,Negative
This situation is frustrating. I was charged twice $200 for my broadband in Australia via call center.,Billing,Negative
I am unhappy with the service. I requested a refund of $75 for my SIM card purchased in France.,Refund,Negative
Could you help me? I was charged twice $120 for my 5G service in South Africa via call center.,Billing,Neutral
Kindly assist me. I am experiencing DNS error with my family plan in France.,Technical,Neutral
Glad this was resolved. I was charged twice $40 for my family plan in India via call center.,Billing,Positive
I would like clarification. I would like information about pricing details and family sharing for the data pack.,Product Inquiry,Neutral
Please provide details. I would like information about international coverage and cloud storage for the fiber connection.,Product Inquiry,Neutral
Could you help me? I want to report lack of transparency regarding data pack support in Canada.,Complaint,Neutral
Kindly assist me. I requested a refund of $30 for my family plan purchased in Canada.,Refund,Neutral
Kindly assist me. I requested a refund of $20 for my fiber connection purchased in UAE.,Refund,Neutral
Please provide details. I was tax miscalculated $150 for my SIM card in South Africa via call center.,Billing,Neutral
Thank you for your assistance. I was tax miscalculated $150 for my broadband in India via customer support.,Billing,Positive
I need some information. I would like information about data limits and data rollover for the international roaming.,Product Inquiry,Neutral
I am very disappointed. I want to report delayed response regarding mobile plan support in Germany.,Complaint,Negative
Please provide details. I was charged twice $40 for my mobile plan in Germany via live chat.,Billing,Neutral
Could you help me? I requested a refund of $50 for my 5G service purchased in Australia.,Refund,Neutral
I am satisfied with the service. I want to report unhelpful support regarding data pack support in France.,Complaint,Positive
I am unhappy with the service. I am experiencing no signal with my 5G service in India.,Technical,Negative
Thank you for your assistance. I want to report rude behavior regarding WiFi extender support in India.,Complaint,Positive
Thank you for your assistance. I was tax miscalculated $50 for my mobile plan in South Africa via email support.,Billing,Positive
I am very disappointed. I would like information about device compatibility and 5G access for the SIM card.,Product Inquiry,Negative
I am unhappy with the service. I requested a refund of $40 for my family plan purchased in India.,Refund,Negative
Thank you for your assistance. I would like information about international coverage and data rollover for the router.,Product Inquiry,Positive
I would like clarification. I am experiencing no signal with my family plan in South Africa.,Technical,Neutral
Please provide details. I requested a refund of $75 for my family plan purchased in Germany.,Refund,Neutral
I am unhappy with the service. I was given wrong invoice $120 for my fiber connection in Singapore via email support.,Billing,Negative
I am satisfied with the service. I was given wrong invoice $75 for my router in UAE via email support.,Billing,Positive
I am extremely frustrated. I would like information about plan benefits and family sharing for the WiFi extender.,Product Inquiry,Negative
I would like clarification. I want to report rude behavior regarding router support in India.,Complaint,Neutral
I am very disappointed. I requested a refund of $30 for my fiber connection purchased in Singapore.,Refund,Negative
I am satisfied with the service. I would like information about device compatibility and priority service for the data pack.,Product Inquiry,Positive
I am unhappy with the service. I requested a refund of $50 for my SIM card purchased in UAE.,Refund,Negative
I would like clarification. I am experiencing connection drops with my router in Australia.,Technical,Neutral
Glad this was resolved. I am experiencing connection drops with my data pack in Singapore.,Technical,Positive
I would like clarification. I was charged twice $200 for my mobile plan in UK via mobile app.,Billing,Neutral
This is unacceptable. I was incorrectly billed $100 for my fiber connection in US via email support.,Billing,Negative
This situation is frustrating. I was tax miscalculated $50 for my router in US via customer support.,Billing,Negative
I need some information. I was charged twice $150 for my WiFi extender in UK via service portal.,Billing,Neutral
I appreciate your help. I want to report poor service regarding international roaming support in Singapore.,Complaint,Positive
I need some information. I want to report lack of transparency regarding broadband support in Australia.,Complaint,Neutral
I am very disappointed. I would like information about device compatibility and data rollover for the SIM card.,Product Inquiry,Negative
Could you help me? I was tax miscalculated $150 for my router in Singapore via service portal.,Billing,Neutral
I am very disappointed. I am experiencing router malfunction with my data pack in Canada.,Technical,Negative
Thanks for the quick support. I want to report delayed response regarding international roaming support in UK.,Complaint,Positive
Please provide details. I would like information about contract terms and data rollover for the data pack.,Product Inquiry,Neutral
I am satisfied with the service. I requested a refund of $20 for my international roaming purchased in UAE.,Refund,Positive
This situation is frustrating. I am experiencing connection drops with my fiber connection in US.,Technical,Negative
I appreciate your help. I am experiencing DNS error with my SIM card in UK.,Technical,Positive
This is unacceptable. I was tax miscalculated $100 for my international roaming in Australia via live chat.,Billing,Negative
I am very disappointed. I requested a refund of $40 for my 5G service purchased in US.,Refund,Negative
I would like clarification. I want to report long waiting time regarding fiber connection support in Australia.,Complaint,Neutral
This situation is frustrating. I want to report delayed response regarding fiber connection support in Singapore.,Complaint,Negative
Kindly assist me. I am experiencing network outage with my family plan in Singapore.,Technical,Neutral
This situation is frustrating. I was charged extra $20 for my WiFi extender in Singapore via customer support.,Billing,Negative
I am satisfied with the service. I am experiencing network outage with my fiber connection in Australia.,Technical,Positive
I am very disappointed. I am experiencing connection drops with my fiber connection in UAE.,Technical,Negative
Kindly assist me. I want to report delayed response regarding router support in Germany.,Complaint,Neutral
Glad this was resolved. I am experiencing router malfunction with my fiber connection in UK.,Technical,Positive
Could you help me? I am experiencing no signal with my 5G service in UK.,Technical,Neutral
Thank you for your assistance. I requested a refund of $40 for my data pack purchased in Singapore.,Refund,Positive
I need some information. I am experiencing packet loss issue with my mobile plan in India.,Technical,Neutral
I would like clarification. I was tax miscalculated $40 for my broadband in UK via mobile app.,Billing,Neutral
I would like clarification. I am experiencing DNS error with my mobile plan in UAE.,Technical,Neutral
Kindly assist me. I am experiencing no signal with my broadband in Australia.,Technical,Neutral
Thanks for the quick support. I requested a refund of $100 for my family plan purchased in France.,Refund,Positive
I appreciate your help. I am experiencing no signal with my router in India.,Technical,Positive
I am very disappointed. I was charged extra $50 for my WiFi extender in South Africa via mobile app.,Billing,Negative
I am satisfied with the service. I was charged twice $150 for my family plan in Australia via service portal.,Billing,Positive
Could you help me? I requested a refund of $20 for my family plan purchased in South Africa.,Refund,Neutral
I am very disappointed. I requested a refund of $10 for my router purchased in UAE.,Refund,Negative
Glad this was resolved. I would like information about data limits and international roaming for the router.,Product Inquiry,Positive
Thank you for your assistance. I want to report lack of transparency regarding broadband support in US.,Complaint,Positive
Please provide details. I was incorrectly billed $150 for my mobile plan in South Africa via customer support.,Billing,Neutral
I appreciate your help. I want to report lack of transparency regarding router support in UAE.,Complaint,Positive
Thank you for your assistance. I requested a refund of $20 for my data pack purchased in US.,Refund,Positive
Kindly assist me. I would like information about plan benefits and cloud storage for the data pack.,Product Inquiry,Neutral
I would like clarification. I want to report poor service regarding international roaming support in India.,Complaint,Neutral
This is unacceptable. I was charged extra $120 for my 5G service in Singapore via service portal.,Billing,Negative
Kindly assist me. I requested a refund of $200 for my mobile plan purchased in Germany.,Refund,Neutral
Please provide details. I would like information about pricing details and data rollover for the 5G service.,Product Inquiry,Neutral
Thank you for your assistance. I want to report long waiting time regarding mobile plan support in UAE.,Complaint,Positive
Kindly assist me. I requested a refund of $50 for my router purchased in France.,Refund,Neutral
I need some information. I want to report delayed response regarding 5G service support in France.,Complaint,Neutral
This is unacceptable. I requested a refund of $40 for my WiFi extender purchased in France.,Refund,Negative
I am extremely frustrated. I would like information about pricing details and premium support for the broadband.,Product Inquiry,Negative
I am extremely frustrated. I am experiencing unstable connection with my SIM card in UAE.,Technical,Negative
This situation is frustrating. I want to report lack of transparency regarding data pack support in France.,Complaint,Negative
Thank you for your assistance. I requested a refund of $150 for my broadband purchased in UAE.,Refund,Positive
Glad this was resolved. I requested a refund of $40 for my family plan purchased in Singapore.,Refund,Positive
Glad this was resolved. I am experiencing packet loss issue with my mobile plan in US.,Technical,Positive
This is unacceptable. I requested a refund of $20 for my SIM card purchased in Canada.,Refund,Negative
This is unacceptable. I want to report long waiting time regarding SIM card support in Singapore.,Complaint,Negative
Thanks for the quick support. I was given wrong invoice $150 for my broadband in Germany via call center.,Billing,Positive
Please provide details. I am experiencing packet loss issue with my family plan in UK.,Technical,Neutral
I would like clarification. I would like information about data limits and 5G access for the mobile plan.,Product Inquiry,Neutral
Thank you for your assistance. I was tax miscalculated $40 for my router in Singapore via email support.,Billing,Positive
I am extremely frustrated. I am experiencing network outage with my fiber connection in UAE.,Technical,Negative
I am very disappointed. I would like information about data limits and unlimited calls for the fiber connection.,Product Inquiry,Negative
I am extremely frustrated. I want to report delayed response regarding data pack support in US.,Complaint,Negative
I am unhappy with the service. I am experiencing packet loss issue with my fiber connection in Australia.,Technical,Negative
This is unacceptable. I want to report unhelpful support regarding broadband support in France.,Complaint,Negative
I am extremely frustrated. I want to report long waiting time regarding router support in UAE.,Complaint,Negative
Could you help me? I would like information about pricing details and premium support for the mobile plan.,Product Inquiry,Neutral
Could you help me? I requested a refund of $200 for my router purchased in France.,Refund,Neutral
I need some information. I am experiencing unstable connection with my mobile plan in US.,Technical,Neutral
I am satisfied with the service. I am experiencing connection drops with my data pack in UAE.,Technical,Positive
Kindly assist me. I want to report delayed response regarding fiber connection support in UK.,Complaint,Neutral
I need some information. I am experiencing DNS error with my 5G service in Australia.,Technical,Neutral
I would like clarification. I am experiencing network outage with my broadband in Australia.,Technical,Neutral
Thank you for your assistance. I want to report rude behavior regarding mobile plan support in South Africa.,Complaint,Positive
I need some information. I was incorrectly billed $30 for my 5G service in UAE via customer support.,Billing,Neutral
I am extremely frustrated. I would like information about upgrade options and family sharing for the broadband.,Product Inquiry,Negative
This situation is frustrating. I want to report poor service regarding SIM card support in France.,Complaint,Negative
Thank you for your assistance. I am experiencing router malfunction with my family plan in Australia.,Technical,Positive
I am satisfied with the service. I want to report poor service regarding 5G service support in France.,Complaint,Positive
I am satisfied with the service. I want to report rude behavior regarding broadband support in India.,Complaint,Positive
Thank you for your assistance. I was charged extra $75 for my international roaming in South Africa via live chat.,Billing,Positive
Thanks for the quick support. I would like information about contract terms and unlimited calls for the fiber connection.,Product Inquiry,Positive
I am unhappy with the service. I was overcharged $150 for my 5G service in Australia via live chat.,Billing,Negative
I am extremely frustrated. I am experiencing DNS error with my mobile plan in UAE.,Technical,Negative
Glad this was resolved. I would like information about upgrade options and cloud storage for the router.,Product Inquiry,Positive
Thanks for the quick support. I want to report long waiting time regarding fiber connection support in South Africa.,Complaint,Positive
I appreciate your help. I requested a refund of $100 for my mobile plan purchased in Australia.,Refund,Positive
Please provide details. I was charged extra $50 for my fiber connection in Australia via service portal.,Billing,Neutral
Please provide details. I am experiencing packet loss issue with my WiFi extender in Singapore.,Technical,Neutral
Please provide details. I want to report lack of transparency regarding mobile plan support in Canada.,Complaint,Neutral
I am very disappointed. I am experiencing no signal with my family plan in Canada.,Technical,Negative
Please provide details. I am experiencing network outage with my mobile plan in Germany.,Technical,Neutral
I would like clarification. I would like information about upgrade options and family sharing for the data pack.,Product Inquiry,Neutral
Could you help me? I want to report lack of transparency regarding broadband support in Singapore.,Complaint,Neutral
I am very disappointed. I would like information about plan benefits and premium support for the broadband.,Product Inquiry,Negative
This is unacceptable. I am experiencing DNS error with my WiFi extender in Canada.,Technical,Negative
This is unacceptable. I am experiencing DNS error with my international roaming in UK.,Technical,Negative
I am very disappointed. I requested a refund of $30 for my SIM card purchased in Singapore.,Refund,Negative
I am extremely frustrated. I am experiencing DNS error with my WiFi extender in UAE.,Technical,Negative
This is unacceptable. I would like information about device compatibility and international roaming for the data pack.,Product Inquiry,Negative
I am satisfied with the service. I would like information about international coverage and priority service for the 5G service.,Product Inquiry,Positive
I am satisfied with the service. I want to report rude behavior regarding data pack support in Australia.,Complaint,Positive
This situation is frustrating. I was tax miscalculated $120 for my SIM card in France via mobile app.,Billing,Negative
This is unacceptable. I want to report poor service regarding broadband support in Canada.,Complaint,Negative
I am unhappy with the service. I want to report delayed response regarding international roaming support in India.,Complaint,Negative
I am extremely frustrated. I want to report rude behavior regarding mobile plan support in Australia.,Complaint,Negative
Thank you for your assistance. I would like information about contract terms and premium support for the router.,Product Inquiry,Positive
Could you help me? I am experiencing router malfunction with my mobile plan in UK.,Technical,Neutral
Thank you for your assistance. I was tax miscalculated $20 for my SIM card in France via live chat.,Billing,Positive
Could you help me? I would like information about international coverage and data rollover for the family plan.,Product Inquiry,Neutral
I am very disappointed. I would like information about contract terms and international roaming for the 5G service.,Product Inquiry,Negative
I am satisfied with the service. I want to report rude behavior regarding WiFi extender support in France.,Complaint,Positive
I am extremely frustrated. I want to report long waiting time regarding SIM card support in UAE.,Complaint,Negative
Thank you for your assistance. I would like information about plan benefits and unlimited calls for the router.,Product Inquiry,Positive
I need some information. I am experiencing connection drops with my international roaming in Australia.,Technical,Neutral
I need some information. I would like information about upgrade options and 5G access for the international roaming.,Product Inquiry,Neutral
I am satisfied with the service. I was overcharged $30 for my data pack in Singapore via mobile app.,Billing,Positive
I would like clarification. I am experiencing unstable connection with my family plan in India.,Technical,Neutral
I would like clarification. I requested a refund of $40 for my WiFi extender purchased in Australia.,Refund,Neutral
This is unacceptable. I am experiencing connection drops with my data pack in UAE.,Technical,Negative
I need some information. I want to report lack of transparency regarding 5G service support in South Africa.,Complaint,Neutral
Please provide details. I requested a refund of $30 for my WiFi extender purchased in UAE.,Refund,Neutral
This is unacceptable. I would like information about data limits and data rollover for the international roaming.,Product Inquiry,Negative
I am unhappy with the service. I am experiencing DNS error with my WiFi extender in India.,Technical,Negative
Could you help me? I requested a refund of $50 for my 5G service purchased in US.,Refund,Neutral
This is unacceptable. I requested a refund of $20 for my mobile plan purchased in US.,Refund,Negative
I am very disappointed. I requested a refund of $20 for my broadband purchased in UAE.,Refund,Negative
I am unhappy with the service. I would like information about plan benefits and 5G access for the family plan.,Product Inquiry,Negative
Could you help me? I would like information about pricing details and unlimited calls for the family plan.,Product Inquiry,Neutral
I need some information. I am experiencing slow internet with my WiFi extender in Germany.,Technical,Neutral
Glad this was resolved. I am experiencing DNS error with my international roaming in South Africa.,Technical,Positive
Could you help me? I am experiencing router malfunction with my mobile plan in US.,Technical,Neutral
Could you help me? I am experiencing connection drops with my 5G service in Canada.,Technical,Neutral
This is unacceptable. I want to report long waiting time regarding 5G service support in US.,Complaint,Negative
Could you help me? I want to report rude behavior regarding family plan support in UK.,Complaint,Neutral
I am extremely frustrated. I would like information about international coverage and cloud storage for the family plan.,Product Inquiry,Negative
I appreciate your help. I requested a refund of $150 for my data pack purchased in Germany.,Refund,Positive
Glad this was resolved. I am experiencing packet loss issue with my international roaming in US.,Technical,Positive
I am very disappointed. I was charged twice $10 for my WiFi extender in France via call center.,Billing,Negative
I am satisfied with the service. I was incorrectly billed $75 for my WiFi extender in Singapore via live chat.,Billing,Positive
I need some information. I requested a refund of $10 for my SIM card purchased in Canada.,Refund,Neutral
Thanks for the quick support. I would like information about upgrade options and international roaming for the WiFi extender.,Product Inquiry,Positive
I appreciate your help. I am experiencing no signal with my international roaming in Australia.,Technical,Positive
This situation is frustrating. I would like information about international coverage and cloud storage for the international roaming.,Product Inquiry,Negative
Thank you for your assistance. I am experiencing router malfunction with my broadband in France.,Technical,Positive
This situation is frustrating. I would like information about upgrade options and priority service for the router.,Product Inquiry,Negative
I need some information. I am experiencing DNS error with my WiFi extender in France.,Technical,Neutral
Kindly assist me. I requested a refund of $30 for my broadband purchased in Singapore.,Refund,Neutral
Thanks for the quick support. I am experiencing slow internet with my broadband in Singapore.,Technical,Positive
I need some information. I would like information about international coverage and data rollover for the SIM card.,Product Inquiry,Neutral
Could you help me? I am experiencing no signal with my broadband in UAE.,Technical,Neutral
I am very disappointed. I would like information about international coverage and cloud storage for the fiber connection.,Product Inquiry,Negative
This situation is frustrating. I am experiencing unstable connection with my broadband in South Africa.,Technical,Negative
I am extremely frustrated. I was overcharged $30 for my data pack in UAE via email support.,Billing,Negative
I am satisfied with the service. I would like information about contract terms and international roaming for the mobile plan.,Product Inquiry,Positive
This is unacceptable. I am experiencing connection drops with my family plan in Australia.,Technical,Negative
Thank you for your assistance. I was incorrectly billed $10 for my broadband in UK via mobile app.,Billing,Positive
Glad this was resolved. I want to report unhelpful support regarding SIM card support in India.,Complaint,Positive
I am unhappy with the service. I was given wrong invoice $40 for my SIM card in Canada via mobile app.,Billing,Negative
I am unhappy with the service. I am experiencing network outage with my SIM card in India.,Technical,Negative
I am extremely frustrated. I am experiencing connection drops with my family plan in South Africa.,Technical,Negative
I am very disappointed. I am experiencing unstable connection with my WiFi extender in Singapore.,Technical,Negative
Glad this was resolved. I am experiencing slow internet with my 5G service in Canada.,Technical,Positive
Could you help me? I am experiencing router malfunction with my mobile plan in Canada.,Technical,Neutral
I appreciate your help. I would like information about device compatibility and unlimited calls for the WiFi extender.,Product Inquiry,Positive
I would like clarification. I would like information about upgrade options and cloud storage for the mobile plan.,Product Inquiry,Neutral
I am very disappointed. I would like information about plan benefits and data rollover for the 5G service.,Product Inquiry,Negative
I would like clarification. I was incorrectly billed $200 for my international roaming in France via call center.,Billing,Neutral
This situation is frustrating. I want to report unhelpful support regarding router support in UAE.,Complaint,Negative
This situation is frustrating. I want to report unhelpful support regarding broadband support in UK.,Complaint,Negative
I am unhappy with the service. I am experiencing router malfunction with my data pack in UAE.,Technical,Negative
Please provide details. I am experiencing packet loss issue with my broadband in France.,Technical,Neutral
This situation is frustrating. I requested a refund of $75 for my router purchased in France.,Refund,Negative
This is unacceptable. I want to report long waiting time regarding WiFi extender support in US.,Complaint,Negative
Please provide details. I want to report long waiting time regarding fiber connection support in Germany.,Complaint,Neutral
This is unacceptable. I was incorrectly billed $30 for my broadband in France via mobile app.,Billing,Negative
This situation is frustrating. I was given wrong invoice $50 for my family plan in Australia via live chat.,Billing,Negative
This is unacceptable. I requested a refund of $100 for my family plan purchased in Canada.,Refund,Negative
I am extremely frustrated. I was charged twice $40 for my router in US via email support.,Billing,Negative
This situation is frustrating. I would like information about plan benefits and international roaming for the mobile plan.,Product Inquiry,Negative
This situation is frustrating. I want to report long waiting time regarding WiFi extender support in India.,Complaint,Negative
Thanks for the quick support. I was tax miscalculated $75 for my WiFi extender in France via call center.,Billing,Positive
I need some information. I was charged extra $200 for my broadband in India via service portal.,Billing,Neutral
Thanks for the quick support. I would like information about international coverage and data rollover for the SIM card.,Product Inquiry,Positive
Thanks for the quick support. I would like information about contract terms and priority service for the data pack.,Product Inquiry,Positive
I appreciate your help. I am experiencing unstable connection with my SIM card in US.,Technical,Positive
I would like clarification. I want to report lack of transparency regarding router support in Australia.,Complaint,Neutral
I need some information. I was overcharged $100 for my broadband in UAE via service portal.,Billing,Neutral
Thank you for your assistance. I am experiencing router malfunction with my WiFi extender in South Africa.,Technical,Positive
Please provide details. I would like information about contract terms and international roaming for the SIM card.,Product Inquiry,Neutral
I am unhappy with the service. I was incorrectly billed $40 for my WiFi extender in Canada via customer support.,Billing,Negative
I am very disappointed. I am experiencing no signal with my 5G service in Singapore.,Technical,Negative
I would like clarification. I would like information about international coverage and unlimited calls for the broadband.,Product Inquiry,Neutral
I need some information. I requested a refund of $75 for my mobile plan purchased in US.,Refund,Neutral
Thanks for the quick support. I want to report lack of transparency regarding international roaming support in Germany.,Complaint,Positive
I am unhappy with the service. I would like information about plan benefits and cloud storage for the family plan.,Product Inquiry,Negative
I need some information. I requested a refund of $200 for my fiber connection purchased in US.,Refund,Neutral
Could you help me? I would like information about data limits and premium support for the SIM card.,Product Inquiry,Neutral
This situation is frustrating. I would like information about upgrade options and unlimited calls for the data pack.,Product Inquiry,Negative
I am very disappointed. I would like information about pricing details and cloud storage for the data pack.,Product Inquiry,Negative
I am unhappy with the service. I am experiencing network outage with my fiber connection in UAE.,Technical,Negative
I appreciate your help. I am experiencing connection drops with my router in Australia.,Technical,Positive
I am unhappy with the service. I would like information about device compatibility and 5G access for the WiFi extender.,Product Inquiry,Negative
Could you help me? I was overcharged $100 for my broadband in India via call center.,Billing,Neutral
I am extremely frustrated. I would like information about device compatibility and international roaming for the broadband.,Product Inquiry,Negative
I would like clarification. I want to report poor service regarding 5G service support in Germany.,Complaint,Neutral
I am unhappy with the service. I was incorrectly billed $120 for my international roaming in UK via live chat.,Billing,Negative
I am unhappy with the service. I requested a refund of $100 for my WiFi extender purchased in India.,Refund,Negative
Could you help me? I would like information about plan benefits and unlimited calls for the family plan.,Product Inquiry,Neutral
This situation is frustrating. I want to report delayed response regarding international roaming support in Canada.,Complaint,Negative
Thank you for your assistance. I was given wrong invoice $200 for my broadband in US via email support.,Billing,Positive
I am extremely frustrated. I am experiencing network outage with my router in India.,Technical,Negative
I am extremely frustrated. I want to report lack of transparency regarding WiFi extender support in Canada.,Complaint,Negative
This situation is frustrating. I want to report long waiting time regarding data pack support in US.,Complaint,Negative
I am very disappointed. I requested a refund of $50 for my router purchased in Australia.,Refund,Negative
Thank you for your assistance. I requested a refund of $10 for my mobile plan purchased in UK.,Refund,Positive
Could you help me? I requested a refund of $75 for my router purchased in UK.,Refund,Neutral
This is unacceptable. I would like information about plan benefits and data rollover for the international roaming.,Product Inquiry,Negative
I need some information. I want to report rude behavior regarding fiber connection support in Germany.,Complaint,Neutral
I am satisfied with the service. I was tax miscalculated $150 for my router in Australia via email support.,Billing,Positive
This is unacceptable. I want to report delayed response regarding WiFi extender support in India.,Complaint,Negative
This is unacceptable. I was tax miscalculated $30 for my data pack in Canada via mobile app.,Billing,Negative
Could you help me? I would like information about upgrade options and 5G access for the international roaming.,Product Inquiry,Neutral
Kindly assist me. I am experiencing unstable connection with my WiFi extender in France.,Technical,Neutral
I am very disappointed. I would like information about international coverage and data rollover for the family plan.,Product Inquiry,Negative
Could you help me? I am experiencing packet loss issue with my fiber connection in Canada.,Technical,Neutral
Thanks for the quick support. I want to report long waiting time regarding SIM card support in Australia.,Complaint,Positive
I am unhappy with the service. I am experiencing packet loss issue with my SIM card in Australia.,Technical,Negative
I am very disappointed. I was given wrong invoice $10 for my SIM card in India via email support.,Billing,Negative
I appreciate your help. I was charged twice $150 for my 5G service in France via email support.,Billing,Positive
Could you help me? I want to report lack of transparency regarding router support in South Africa.,Complaint,Neutral
I appreciate your help. I requested a refund of $75 for my 5G service purchased in France.,Refund,Positive
Kindly assist me. I want to report long waiting time regarding family plan support in Singapore.,Complaint,Neutral
Please provide details. I want to report long waiting time regarding mobile plan support in Singapore.,Complaint,Neutral
This is unacceptable. I want to report unhelpful support regarding broadband support in UK.,Complaint,Negative
I am unhappy with the service. I requested a refund of $200 for my international roaming purchased in Australia.,Refund,Negative
I need some information. I requested a refund of $150 for my mobile plan purchased in Australia.,Refund,Neutral
Could you help me? I was charged twice $50 for my family plan in France via customer support.,Billing,Neutral
I am satisfied with the service. I would like information about upgrade options and international roaming for the data pack.,Product Inquiry,Positive
I would like clarification. I want to report lack of transparency regarding mobile plan support in South Africa.,Complaint,Neutral
I am extremely frustrated. I would like information about plan benefits and unlimited calls for the broadband.,Product Inquiry,Negative
I am very disappointed. I requested a refund of $100 for my router purchased in France.,Refund,Negative
I am unhappy with the service. I requested a refund of $40 for my mobile plan purchased in Singapore.,Refund,Negative
Glad this was resolved. I want to report long waiting time regarding router support in UAE.,Complaint,Positive
I would like clarification. I am experiencing network outage with my SIM card in US.,Technical,Neutral
I appreciate your help. I would like information about data limits and premium support for the router.,Product Inquiry,Positive
This situation is frustrating. I am experiencing slow internet with my mobile plan in Canada.,Technical,Negative
I need some information. I want to report poor service regarding broadband support in Canada.,Complaint,Neutral
This is unacceptable. I want to report poor service regarding WiFi extender support in US.,Complaint,Negative
I need some information. I would like information about contract terms and premium support for the international roaming.,Product Inquiry,Neutral
Thanks for the quick support. I am experiencing packet loss issue with my SIM card in UAE.,Technical,Positive
I am unhappy with the service. I want to report poor service regarding data pack support in UAE.,Complaint,Negative
Kindly assist me. I want to report long waiting time regarding WiFi extender support in US.,Complaint,Neutral
I am unhappy with the service. I would like information about upgrade options and unlimited calls for the SIM card.,Product Inquiry,Negative
I need some information. I am experiencing packet loss issue with my data pack in US.,Technical,Neutral
This situation is frustrating. I want to report rude behavior regarding family plan support in UK.,Complaint,Negative
Glad this was resolved. I want to report delayed response regarding fiber connection support in Australia.,Complaint,Positive
This situation is frustrating. I requested a refund of $75 for my data pack purchased in UAE.,Refund,Negative
Glad this was resolved. I am experiencing slow internet with my mobile plan in Singapore.,Technical,Positive
Could you help me? I would like information about international coverage and 5G access for the international roaming.,Product Inquiry,Neutral
I would like clarification. I requested a refund of $40 for my international roaming purchased in UK.,Refund,Neutral
This situation is frustrating. I requested a refund of $75 for my data pack purchased in UK.,Refund,Negative
Kindly assist me. I was charged twice $150 for my router in South Africa via service portal.,Billing,Neutral
